match id,dataset_type,win_pred_team_id,win_pred_score,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr
9250275,r1,90,0.6536633800010553,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9262189,r1,36084,0.5201586414400947,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9128776,r1,48334,0.5153488370594463,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9586919,r1,36112,0.6973672328651542,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9128538,r1,30414,0.6432494251101413,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9516653,r1,30435,0.5687989103418661,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9516534,r1,30414,0.5653563420564524,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9085474,r1,9701,0.5390897562153025,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9433752,r1,7727,0.6060001584415275,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9516359,r1,30428,0.6911523356899398,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9262133,r1,38814,0.5377374629103301,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9782086,r1,202,0.6774458501466065,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9271807,r1,47501,0.5997572942653249,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9644102,r1,48,0.5154894920141411,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9256386,r1,62,0.6767673006368924,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9272773,r1,33963,0.5458614827751825,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9433850,r1,6698,0.518502994430669,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9615073,r1,20,0.5423274522751715,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9262035,r1,38814,0.5855975071586601,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9262252,r1,36070,0.6057449371209893,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9128363,r1,48341,0.691788981875692,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9085292,r1,10366,0.6307877925185579,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9272444,r1,33942,0.6114850487022829,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9457538,r1,42573,0.6448633565286992,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9433108,r1,9701,0.6505687992873432,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9516674,r1,30435,0.5616131951870613,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9684506,r1,12389,0.7096055188238997,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9167927,r1,209,0.5897260111853528,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9433885,r1,9701,0.5225367440487421,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9433899,r1,7258,0.5344141110648493,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9087147,r1,76,0.6557878019228114,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9457664,r1,47529,0.6024526726993673,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9097395,r1,23750,0.684913128859634,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9271800,r1,47487,0.5176113318142891,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9087042,r1,27,0.6072374129453798,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9457510,r1,40452,0.5826098858230295,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9085040,r1,9967,0.5160157622649165,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9085418,r1,10576,0.5412216499311693,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9331398,r1,11591,0.6552471024245714,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9272507,r1,33921,0.5937422805178594,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9225376,r1,48,0.6438191177851066,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9516338,r1,30414,0.5498074076709738,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9440493,r1,55,0.5887387522158538,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9457447,r1,47529,0.5154894920141411,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9077011,r1,40298,0.5594927800782945,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9085355,r1,9701,0.5547551536452646,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9076997,r1,47529,0.6299722627489894,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9587136,r1,36084,0.7020851850237356,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
8887801,r1,33963,0.5588051515265727,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
9684667,r1,12046,0.5163235938251636,94,25,25,19,11,7,5,5,5,2,LightGBM,no,111,74,0.02
